location_name,nm_mean,nm_moe,rt_mean,rt_moe
Africa,665531.96985139,11.24518184298934001224218324,59.90107770499999,11.24518184283146300233473940
America,273040.79086422,12.47297098007268997925446572,28.298803203,12.47297097692731852962255387
Asia,4126180.6626429,10.91949003933963218230753774,97.27214341,10.91949003936834180882266995
Europe,456344.57164763,23.08312968539548302577193321,54.425167063,23.08312967904427351604305392
African Region,567923.05797887,10.05297479924564050763696808,61.872448782,10.05297479950800677044614109
Region of the Americas,273040.79086422,12.47297098007268997925446572,28.298803203,12.47297097692731852962255387
South-East Asia Region,1920287.5413922,7.858995330159372226306849086,103.52034948,7.858995329877939303714817547
European Region,503860.43468021,23.53476931569403350923878674,55.324993551,23.53476931170057985619435813
Eastern Mediterranean Region,357925.85628061,10.07598093557861456383465527,57.352191634,10.07598093548627140121868398
Western Pacific Region,1880314.8340011,9.790041058278287457896596112,101.31228792799999,9.790041058903092517933874093
World Bank High Income,530603.37030892,17.93814532103412965518739315,40.972918565,17.93814531728243586501003880
World Bank Upper Middle Income,2009019.4098615,10.58586567513966262772875196,81.986868105,10.58586567430648034777703250
World Bank Lower Middle Income,2264634.2832276,9.447304751618438270074835935,88.437629402,9.447304751533525097132120715
World Bank Lower Income,716840.93160814,8.935658654109954730524735554,84.320763738,8.935658654562606561837725741
ECA,665531.96985139,11.24518184298934001224218324,59.90107770499999,11.24518184283146300233473940
ECE,604371.96506364,20.66694588700772829772218377,47.810368477,20.66694588787860492071086233
ECLAC,495145.19767574,16.30322741519934408759927571,33.278200579,16.30322740993027594171140535
ESCAP,4353124.8114708,11.61728315702580656348494076,91.376312011,11.61728315720735423242647274
ESCWA,121863.78941611,13.63032897660906448029703165,38.626539635,13.63032897629507004413200391
OECD Countries,453584.34913013,16.39171552140299006545048722,35.847684994,16.39171552637390783228386847
European Free Trade Association,3374.0286390896,11.13116876617389724940065049,25.029868557999997,11.13116876636168778695572521
G20,3865885.373994,11.35963233569431889260448216,83.604986403,11.35963233432328445269904945
African Union,658497.53321476,11.19227760168473642194242353,61.081601771,11.19227760305365539075776943
Southern African Development Community,183657.62935969,8.339630274926092517005695668,62.232700155,8.339630274547250054405920614
Gulf Cooperation Council,8684.2835087546,9.410748595943117465172913479,17.911626652,9.410748595696664669707833358
Four World Regions,5521097.9950061,13.19986053361440364669286432,77.150442432,13.19986053410174584167909690
World Bank Income Levels,5521097.9950061,13.19986053361440364669286432,77.150442432,13.19986053410174584167909690
EU-15,159416.93859117,15.89530447604982134566263555,39.500653246,15.89530448032463440642743106
